text,next_word
"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 754, 2495, 939, 193, 399, 1984, 808, 413, 489]",[2948]
"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 754, 2495]",[1814]
"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 754, 2495, 1814]",[940]
"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 754, 2495, 1814, 940]",[984]
"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 754, 2495, 1814, 940, 984]",[282]
"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 754, 2495, 1814, 940, 984, 282]",[193]
"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 754, 2495, 1814, 940, 984, 282, 193]",[443]
"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 754, 2495, 1814, 940, 984, 282, 193, 443]",[1566]
"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 754, 2495, 1814, 940, 984, 282, 193, 443, 1566]",[2026]
"[0, 0, 0, 0, 0, 0, 0, 0, 0, 754, 2495, 1814, 940, 984, 282, 193, 443, 1566, 2026]",[2486]
"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 754, 2495]",[2261]
"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 754, 2495, 2261]",[825]
"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 754, 2495, 2261, 825]",[1742]
"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 754, 2495, 2261, 825, 1742]",[2318]
"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 754, 2495, 2261, 825, 1742, 2318]",[193]
"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 754, 2495, 2261, 825, 1742, 2318, 193]",[2185]
"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 754, 2495, 2261, 825, 1742, 2318, 193, 2185]",[2859]
"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 754, 2495, 2261, 825, 1742, 2318, 193, 2185, 2859]",[198]
"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 754, 2495]",[833]
"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 754, 2495, 833]",[825]
"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 754, 2495, 833, 825]",[628]
"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 754, 2495, 833, 825, 628]",[808]
"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 754, 2495, 833, 825, 628, 808]",[2231]
"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 754, 2495, 833, 825, 628, 808, 2231]",[177]
"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 754, 2495, 833, 825, 628, 808, 2231, 177]",[709]
"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 754, 2495, 833, 825, 628, 808, 2231, 177, 709]",[1976]
"[0, 0, 0, 0, 0, 0, 0, 0, 0, 754, 2495, 833, 825, 628, 808, 2231, 177, 709, 1976]",[399]
"[0, 0, 0, 0, 0, 0, 0, 0, 754, 2495, 833, 825, 628, 808, 2231, 177, 709, 1976, 399]",[2859]
"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 754, 2495, 2951, 825]",[1238]
"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 754, 2495, 2951, 825, 1238]",[2458]
"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 754, 2495, 2951, 825, 1238, 2458]",[1392]
"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 754, 2495, 2951, 825, 1238, 2458, 1392]",[1759]
"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 754, 2495, 2951, 825, 1238, 2458, 1392, 1759]",[257]
"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 754, 2495, 2951, 825, 1238, 2458, 1392, 1759, 257]",[274]
"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 754, 2495, 514, 825]",[64]
"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 754, 2495, 514, 825, 64]",[291]
"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 754, 2495, 514, 825, 64, 291]",[399]
"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 754, 2495, 514, 825, 64, 291, 399]",[2956]
"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 754, 2495, 514, 825, 64, 291, 399, 2956]",[808]
"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 754, 2495, 514, 825, 64, 291, 399, 2956, 808]",[1942]
"[0, 0, 0, 0, 0, 0, 0, 0, 0, 754, 2495, 514, 825, 64, 291, 399, 2956, 808, 1942]",[2941]
"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 754, 2495]",[2740]
"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 754, 2495, 2740]",[675]
"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 754, 2495, 2740, 675]",[2066]
"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 754, 2495, 2740, 675, 2066]",[193]
"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 754, 2495, 2740, 675, 2066, 193]",[2185]
"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 754, 2495, 2740, 675, 2066, 193, 2185]",[2859]
"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 754, 2495, 2740, 675, 2066, 193, 2185, 2859]",[2764]
"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 754, 2495, 789]",[1814]
"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 754, 2495, 789, 1814]",[940]
"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 754, 2495, 789, 1814, 940]",[403]
"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 754, 2495, 789, 1814, 940, 403]",[454]
"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 754, 2495, 789, 1814, 940, 403, 454]",[319]
"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 754, 2495, 789, 1814, 940, 403, 454, 319]",[1463]
"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 754, 2495, 939, 193]",[825]
"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 754, 2495, 939, 193, 825]",[986]
"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 754, 2495, 939, 193, 825, 986]",[294]
"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 754, 2495, 939, 193, 825, 986, 294]",[1493]
"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 754, 2495, 939, 193, 825, 986, 294, 1493]",[1655]
"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 754, 2495, 939, 193, 825, 986, 294, 1493, 1655]",[1332]
"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 754, 2495]",[2823]
"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 754, 2495, 2823]",[1720]
"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 754, 2495, 2823, 1720]",[193]
"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 754, 2495, 2823, 1720, 193]",[2474]
"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 754, 2495, 2823, 1720, 193, 2474]",[432]
"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 754, 2495, 2823, 1720, 193, 2474, 432]",[2707]
"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 754, 2495, 2823, 1720, 193, 2474, 432, 2707]",[1445]
"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 754, 2495, 2823, 1720, 193, 2474, 432, 2707, 1445]",[2673]
"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 754, 2495, 1849]",[825]
"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 754, 2495, 1849, 825]",[1282]
"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 754, 2495, 1849, 825, 1282]",[2707]
"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 754, 2495, 1849, 825, 1282, 2707]",[1273]
"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 754, 2495, 1849, 825, 1282, 2707, 1273]",[3005]
"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 754, 2495, 1849, 825, 1282, 2707, 1273, 3005]",[1647]
"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 754, 2495, 1849, 825, 1282, 2707, 1273, 3005, 1647]",[458]
"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 754, 2495, 1112]",[205]
"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 754, 2495, 1112, 205]",[50]
"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 754, 2495, 1112, 205, 50]",[3005]
"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 754, 2495, 1112, 205, 50, 3005]",[2736]
"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 754, 2495, 1112, 205, 50, 3005, 2736]",[1984]
"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 754, 2495, 757, 3005]",[221]
"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 754, 2495, 757, 3005, 221]",[828]
"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 754, 2495, 757, 3005, 221, 828]",[1463]
"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 754, 2495, 757, 3005, 221, 828, 1463]",[940]
"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 754, 2495, 757, 3005, 221, 828, 1463, 940]",[399]
"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 754, 2495, 757, 3005, 221, 828, 1463, 940, 399]",[315]
"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 754, 2495, 1196, 718]",[1761]
"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 754, 2495, 1196, 718, 1761]",[193]
"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 754, 2495, 1196, 718, 1761, 193]",[30]
"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 754, 2495, 1196, 718, 1761, 193, 30]",[527]
"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 754, 2495, 1196, 718, 1761, 193, 30, 527]",[2641]
"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 754, 2495, 1196, 718, 1761, 193, 30, 527, 2641]",[311]
"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 754, 2495, 1248, 177, 2261]",[2901]
"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 754, 2495, 1248, 177, 2261, 2901]",[3005]
"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 754, 2495, 1248, 177, 2261, 2901, 3005]",[2932]
"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 754, 2495, 1248, 177, 2261, 2901, 3005, 2932]",[1080]
"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 754, 2495, 833]",[399]
"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 754, 2495, 833, 399]",[2859]
"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 754, 2495, 833, 399, 2859]",[193]
"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 754, 2495, 833, 399, 2859, 193]",[1602]
"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 754, 2495, 833, 399, 2859, 193, 1602]",[825]
"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 754, 2495, 833, 399, 2859, 193, 1602, 825]",[628]
"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 754, 2495, 833, 399, 2859, 193, 1602, 825, 628]",[808]
"[0, 0, 0, 0, 0, 0, 0, 0, 0, 754, 2495, 833, 399, 2859, 193, 1602, 825, 628, 808]",[1867]
"[0, 0, 0, 0, 0, 0, 0, 0, 754, 2495, 833, 399, 2859, 193, 1602, 825, 628, 808, 1867]",[2297]
"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 754, 2495]",[2651]
"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 754, 2495, 2651]",[1172]
"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 754, 2495, 2651, 1172]",[2577]
"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 754, 2495, 2651, 1172, 2577]",[193]
"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 754, 2495, 2651, 1172, 2577, 193]",[1116]
"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 754, 2495, 2651, 1172, 2577, 193, 1116]",[2596]
"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 754, 2495, 2651, 1172, 2577, 193, 1116, 2596]",[1598]
"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 754, 2495, 2651, 1172, 2577, 193, 1116, 2596, 1598]",[50]
"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 754, 2495]",[2765]
"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 754, 2495, 2765]",[1463]
"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 754, 2495, 2765, 1463]",[193]
"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 754, 2495, 2765, 1463, 193]",[786]
"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 754, 2495, 2765, 1463, 193, 786]",[399]
"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 754, 2495, 2765, 1463, 193, 786, 399]",[1895]
"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 754, 2495, 2765, 1463, 193, 786, 399, 1895]",[1776]
"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 754, 2495, 2765, 1463, 193, 786, 399, 1895, 1776]",[2732]
"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 754, 2495]",[1337]
"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 754, 2495, 1337]",[1463]
"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 754, 2495, 1337, 1463]",[137]
"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 754, 2495, 1337, 1463, 137]",[2396]
"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 754, 2495, 1337, 1463, 137, 2396]",[2231]
"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 754, 2495, 1337, 1463, 137, 2396, 2231]",[177]
"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 754, 2495, 1337, 1463, 137, 2396, 2231, 177]",[709]
"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 754, 2495, 1526]",[2050]
"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 754, 2495, 1526, 2050]",[437]
"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 754, 2495, 1526, 2050, 437]",[193]
"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 754, 2495, 1526, 2050, 437, 193]",[1657]
"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 754, 2495, 1526, 2050, 437, 193, 1657]",[825]
"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 754, 2495, 1526, 2050, 437, 193, 1657, 825]",[212]
"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 754, 2495, 1526, 2050, 437, 193, 1657, 825, 212]",[2859]
"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 754, 2495]",[113]
"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 754, 2495, 113]",[886]
"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 754, 2495, 113, 886]",[198]
"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 754, 2495, 113, 886, 198]",[625]
"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 754, 2495, 113, 886, 198, 625]",[3005]
"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 754, 2495, 113, 886, 198, 625, 3005]",[257]
"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 754, 2495, 113, 886, 198, 625, 3005, 257]",[1858]
"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 754, 2495]",[2870]
"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 754, 2495, 2870]",[1720]
"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 754, 2495, 2870, 1720]",[193]
"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 754, 2495, 2870, 1720, 193]",[416]
"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 754, 2495, 2870, 1720, 193, 416]",[2474]
"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 754, 2495, 2870, 1720, 193, 416, 2474]",[2470]
"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 754, 2495, 2870, 1720, 193, 416, 2474, 2470]",[1061]
"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 754, 2495, 2870, 1720, 193, 416, 2474, 2470, 1061]",[1623]
"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 754, 2495, 2261, 825]",[2329]
"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 754, 2495, 2261, 825, 2329]",[735]
"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 754, 2495, 2261, 825, 2329, 735]",[3005]
"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 754, 2495, 2261, 825, 2329, 735, 3005]",[2663]
"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 754, 2495, 2261, 825, 2329, 735, 3005, 2663]",[2265]
"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 754, 2495, 939, 193, 825]",[1238]
"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 754, 2495, 939, 193, 825, 1238]",[2348]
"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 754, 2495, 939, 193, 825, 1238, 2348]",[628]
"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 754, 2495, 939, 193, 825, 1238, 2348, 628]",[1759]
"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 754, 2495, 939, 193, 825, 1238, 2348, 628, 1759]",[1858]
"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 754, 2495, 757, 3005]",[399]
"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 754, 2495, 757, 3005, 399]",[2023]
"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 754, 2495, 757, 3005, 399, 2023]",[808]
"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 754, 2495, 757, 3005, 399, 2023, 808]",[1942]
"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 754, 2495, 757, 3005, 399, 2023, 808, 1942]",[177]
"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 754, 2495, 757, 3005, 399, 2023, 808, 1942, 177]",[1642]
"[0, 0, 0, 0, 0, 0, 0, 0, 0, 754, 2495, 757, 3005, 399, 2023, 808, 1942, 177, 1642]",[2941]
"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 754, 2495, 2823]",[2901]
"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 754, 2495, 2823, 2901]",[3005]
"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 754, 2495, 2823, 2901, 3005]",[1155]
"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 754, 2495, 2823, 2901, 3005, 1155]",[1493]
"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 754, 2495, 2823, 2901, 3005, 1155, 1493]",[74]
"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 754, 2495, 833, 825]",[352]
"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 754, 2495, 833, 825, 352]",[1749]
"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 754, 2495, 833, 825, 352, 1749]",[193]
"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 754, 2495, 833, 825, 352, 1749, 193]",[2044]
"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 754, 2495, 833, 825, 352, 1749, 193, 2044]",[1976]
"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 754, 2495, 833, 825, 352, 1749, 193, 2044, 1976]",[399]
"[0, 0, 0, 0, 0, 0, 0, 0, 0, 754, 2495, 833, 825, 352, 1749, 193, 2044, 1976, 399]",[2859]
"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 754, 2495, 2951, 825]",[2786]
"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 754, 2495, 2951, 825, 2786]",[808]
"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 754, 2495, 2951, 825, 2786, 808]",[1799]
"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 754, 2495, 2951, 825, 2786, 808, 1799]",[1953]
"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 754, 2495, 2951, 825, 2786, 808, 1799, 1953]",[2859]
"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 754, 2495, 2951, 825, 2786, 808, 1799, 1953, 2859]",[1505]
"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 754, 2495, 2393]",[1463]
"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 754, 2495, 2393, 1463]",[193]
"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 754, 2495, 2393, 1463, 193]",[2123]
"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 754, 2495, 2393, 1463, 193, 2123]",[399]
"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 754, 2495, 2393, 1463, 193, 2123, 399]",[3033]
"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 754, 2495, 2393, 1463, 193, 2123, 399, 3033]",[2109]
"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 754, 2495, 2393, 1463, 193, 2123, 399, 3033, 2109]",[808]
"[0, 0, 0, 0, 0, 0, 0, 0, 0, 754, 2495, 2393, 1463, 193, 2123, 399, 3033, 2109, 808]",[2474]
"[0, 0, 0, 0, 0, 0, 0, 0, 754, 2495, 2393, 1463, 193, 2123, 399, 3033, 2109, 808, 2474]",[743]
"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 754, 2495, 939, 193, 399, 1984, 808]",[825]
"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 754, 2495, 939, 193, 399, 1984, 808, 825]",[1282]
"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 754, 2495, 939, 193, 399, 1984, 808, 825, 1282]",[413]
"[0, 0, 0, 0, 0, 0, 0, 0, 0, 754, 2495, 939, 193, 399, 1984, 808, 825, 1282, 413]",[1687]
"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 754, 2495, 514]",[483]
"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 754, 2495, 514, 483]",[291]
"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 754, 2495, 514, 483, 291]",[1878]
"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 754, 2495, 514, 483, 291, 1878]",[858]
"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 754, 2495, 514, 483, 291, 1878, 858]",[2734]
"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 754, 2495, 514, 483, 291, 1878, 858, 2734]",[940]
"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 754, 2495, 514, 483, 291, 1878, 858, 2734, 940]",[399]
"[0, 0, 0, 0, 0, 0, 0, 0, 0, 754, 2495, 514, 483, 291, 1878, 858, 2734, 940, 399]",[315]
"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 754, 2495, 757, 3005]",[825]
"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 754, 2495, 757, 3005, 825]",[986]
"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 754, 2495, 757, 3005, 825, 986]",[727]
"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 754, 2495, 757, 3005, 825, 986, 727]",[2458]
